NAME,DESCRIPTION,ADDRESS1,ADDRESS2,ADDRESS3,CITY,POSTCODE,COUNTRY,LAT,LNG,VENUE_STATUS,BUSINESS_TYPE,TOILET,WHEELCHAIR_ACCESS,PHONE_PRIMARY,PHONE_SECONDARY,EMAIL_PRIMARY,EMAIL_SECONDARY,WEBSITE,FACEBOOK,TWITTER,OPENING_HOURS,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,PRODUCT_LOCATION,STOCK
BROCKWAY MEDICAL CENTRE,,"8 BROCKWAY, NAILSEA",,,BRISTOL,BS48 1BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROOK ADVISORY CENTRE,,1 UNITY STREET,,,BRISTOL,BS1 5HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROOK ADVISORY SERVICE,,1 UNITY STREET,,,BRISTOL,BS1 5HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROOK CLINIC,,25-27 DENMARK STREET,,,BRISTOL,BS1 5DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/O COALPIT HEATH SURGERY,,"3 CHURCH LANE,COALPIT HTH",,,BRISTOL,BS36 2SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/O ORCHARD MEDICAL CTR.,,"MACDONALD WALK, KINGSWOOD",,,BRISTOL,BS15 8NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/O THE MAYTREES PRACTICE,,"EASTVILLE H/C, EAST PARK",,,BRISTOL,BS5 6YA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADBURY HEATH HEALTH CTR,,"PARKWALL RD,CADBURY HEATH",,,BRISTOL,BS30 8HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARLOTTE KEEL HEALTH CTR,,"SEYMOUR ROAD, EASTON",,,BRISTOL,BS5 0UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEW MAGNA SURGERY,,"CHEW LANE, CHEW STOKE",,,BRISTOL,BS40 8UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEW MEDICAL PRACTICE,,"CHEW LANE, CHEW STOKE",,,BRISTOL,BS40 8UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTCHURCH FAM MED CTR.,,"NORTH STREET, DOWNEND",,,BRISTOL,BS16 5TQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTCHURCH FAM MED CTR.,,"NORTH STREET, DOWNEND",,,BRISTOL,BS16 5SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHURCH HOUSE,,"1 CHURCH HOUSE, SOUNDWELL",,,BRISTOL,BS16 4RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVEDON MEDICAL CENTRE,,"OLD STREET, CLEVEDON",,,BRISTOL,BS21 6DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMM RESPIRATORY TEAM,,AMELIA NUTT CLINIC,,,BRISTOL,BS13 8QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPASS HEALTH,,1 JAMAICA STREET,,,BRISTOL,BS2 8JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCORD MEDICAL CENTRE,,"BRAYDON AVE, LITTLE STOKE",,,BRISTOL,BS34 6BQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORBETT CLOSE,,LAWRENCE WESTON,,,BRISTOL,BS11 0TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CORUM 2,CORUM OFFICE PARK",,"CROWN WAY,WARMLEY",,,BRISTOL,BS30 8FJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COURTSIDE SURGERY,,"KENNEDY WAY, YATE",,,BRISTOL,BS37 4DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOWNEND CLINC,,BUCKINGHAM GARDENS,,,BRISTOL,BS16 5TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTGATE HOUSE,,EASTGATE ROAD,,,BRISTOL,BS5 6XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EASTGATE HOUSE, UNIT 9",,"OFFICE CENTRE, EASTVILLE",,,BRISTOL,BS5 6XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTVILLE HEALTH CENTRE,,"EAST PARK, EASTVILLE",,,BRISTOL,BS5 6YA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTVILLE PARK,,EASTVILLE,,,BRISTOL,BS5 6YA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELM HAYES SURGERY,,"HIGH STREET, PAULTON",,,BRISTOL,BS39 7QJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELM HAYES SURGERY,,"CLANDOWN ROAD, PAULTON",,,BRISTOL,BS39 7SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALLODON WAY MEDICAL CTR,,"13 FALLODON WAY, HENLEAZE",,,BRISTOL,BS9 4HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FISHPONDS FAMILY PRACTICE,,"BEECHWOOD ROAD,FISHPONDS",,,BRISTOL,BS16 3TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FISHPONDS HEALTH CENTRE,,"BEECHWOOD ROAD, FISHPONDS",,,BRISTOL,BS16 3TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FISHPONDS HEALTH CENTRE,,BEECHWOOD ROAD,,,BRISTOL,BS16 3TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAYWOOD HOUSE SURGERY,,"NORTH STREET, BEDMINSTER",,,BRISTOL,BS3 3AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOUCESTER RD MEDICAL CTR,,"1A CHURCH ROAD, HORFIELD",,,BRISTOL,BS7 8SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANGE ROAD SURGERY,,"GRANGE ROAD, BISHOPSWORTH",,,BRISTOL,BS13 8LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANGE ROAD SURGERY,,BISHOPSWORTH,,,BRISTOL,BS13 8LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENWAY COMMUNITY PRACT,,"GREYSTOKE AVE, SOUTHMEAD",,,BRISTOL,BS10 6AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMPTON HOUSE,,COTHAM HILL,,,BRISTOL,BS6 6AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANHAM SURGERY,,"33 WHITTUCKS ROAD, HANHAM",,,BRISTOL,BS15 3HY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARPTREE SURGERY,,"BRISTOL RD, WEST HARPTREE",,,BRISTOL,BS40 6HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARTCLIFFE HEALTH CENTRE,,"HARECLIVE ROAD,HARTCLIFFE",,,BRISTOL,BS13 0JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARTWOOD HEALTHCARE,,"H/CLIFFE H/C,HARECLIVE RD",,,BRISTOL,BS13 0JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEYWOOD,,PILL,,,BRISTOL,BS20 0DN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEYWOOD SURGERY,,"LODWAY GARDENS, PILL",,,BRISTOL,BS20 0DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMP ASHFIELD,,"SHORTWOOD RD,PUCKLECHURCH",,,BRISTOL,BS16 9QJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMP BRISTOL,,19 CAMBRIDGE ROAD,,,BRISTOL,BS7 8PS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMELESS HEALTH CENTRE,,1 JAMAICA STREET,,,BRISTOL,BS2 8JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORFIELD HEALTH CENTRE,,"LOCKLEAZE ROAD, HORFIELD",,,BRISTOL,BS7 9RR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTWELLS SURGERY,,"2 CHARLES PLACE, HOTWELLS",,,BRISTOL,BS8 4QW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHN MILTON CLINIC,,"CROW LANE, HENBURY",,,BRISTOL,BS10 7DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNEDY WAY SURGERY,,"KENNEDY WAY, YATE",,,BRISTOL,BS37 4AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KING SQUARE HOUSE,,KING SQUARE,,,BRISTOL,BS2 8EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KINGSWOOD HEALTH CENTRE,,"ALMA ROAD, KINGSWOOD",,,BRISTOL,BS15 4EJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KINGSWOOD LOCALITY HUB,,"ALMA ROAD, KINGSWOOD",,,BRISTOL,BS15 4DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KINGSWOOD NORTH LOCALITY,,DOWNEND CLINIC,,,BRISTOL,BS16 5TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNOWLE WEST HEALTH PARK,,"DOWNTON RD, KNOWLE",,,BRISTOL,BS4 1WH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNOWLE WEST HEALTH PARK,,"DOWNTON ROAD, KNOWLE",,,BRISTOL,BS4 1WH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANGFORD SURGERY,,"PUDDING PIE LANE,LANGFORD",,,BRISTOL,BS40 5EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAWRENCE HILL HEALTH CTR,,HASSELL DRIVE,,,BRISTOL,BS2 0AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAWRENCE HILL HEALTH CTR.,,"HASSELL DRIVE, EASTON",,,BRISTOL,BS2 0AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEAP VALLEY MEDICAL CTR,,"BEAUFORT ROAD, DOWNEND",,,BRISTOL,BS16 6UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEAP VALLEY SURGERY,,"BEAUFORT RD, DOWNEND",,,BRISTOL,BS16 6UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEAP VALLEY SURGERY,,"18 FOURACRE ROAD, DOWNEND",,,BRISTOL,BS16 6PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LITFIELD HOUSE,,1 LITFIELD PLACE,,,BRISTOL,BS8 3LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONKS PARK SURGERY,,"24 MONKS PK AVE, HORFIELD",,,BRISTOL,BS7 0UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTPELIER HEALTH CENTRE,,"BATH BUILDINGS,MONTPELIER",,,BRISTOL,BS6 5PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTPELIER HEALTH CENTRE,,BATH BUILDINGS,,,BRISTOL,BS6 5PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW FRIENDS HALL,,HEATH HOUSE LANE,,,BRISTOL,BS16 1EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH STREET,,DOWNEND,,,BRISTOL,BS16 5SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHVILLE FAMILY PRACT.,,"521 FILTON AVE,NORTHVILLE",,,BRISTOL,BS7 0LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORCHARD MEDICAL CENTRE,,"MACDONALD WALK, KINGSWOOD",,,BRISTOL,BS15 8NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATCHWAY CLINIC,,"THIRLMERE RD, PATCHWAY",,,BRISTOL,BS34 5PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATCHWAY CLINIC,,"THIRLMERE ROAD, PATCHWAY",,,BRISTOL,BS34 5PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAULTON MEMORIAL HOSPIAL,,"SALISBURY ROAD, PAULTON",,,BRISTOL,BS39 7SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEMBROKE ROAD SURGERY,,"111 PEMBROKE RD, CLIFTON",,,BRISTOL,BS8 3EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILNING SURGERY,,"NORTHWICK ROAD, PILNING",,,BRISTOL,BS35 4JF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIONEER MEDICAL GROUP,,"ARDENTON WALK, BRENTRY",,,BRISTOL,BS10 6SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTISHEAD MEDICAL GROUP,,"VICTORIA SQ, PORTISHEAD",,,BRISTOL,BS20 6AQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIMARY CARE GYNAECOLOGY,,"AVONMOUTH MC, COLLINS ST",,,BRISTOL,BS11 9JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIME ENDOSCOPY (BRISTOL),,MILLENIUM PROMENADE,,,BRISTOL,BS1 5SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBLIC HEALTH BUS TEAM,,"AVONQUAY,CUMBERLAND BASIN",,,BRISTOL,BS1 6XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUCKLECHURCH SURGERY,,"12 BECKET CT,PUCKLECHURCH",,,BRISTOL,BS16 9QG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIDINGLEAZE MEDICAL CTR.,,RIDINGLEAZE,,,BRISTOL,BS11 0QE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S BRISTOL COMM HOSPITAL,,HENGROVE PROMENADE,,,BRISTOL,BS14 0DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALISBURY ROAD,,PAULTON,,,BRISTOL,BS39 7SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEA MILLS SURGERY,,"2 RIVERLEAZE, SEA MILLS",,,BRISTOL,BS9 2HL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIREHAMPTON HEALTH CTR,,"PEMBROKE RD, SHIREHAMPTON",,,BRISTOL,BS11 9SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIRONA CARE AND HEALTH,,KINGSWOOD CIVIC CENTRE,,,BRISTOL,BS15 9TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PLAZA,,MARLBOROUGH STREET,,,BRISTOL,BS1 3NX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHMEAD HEALTH CENTRE,,"ULLSWATER ROAD,SOUTHMEAD",,,BRISTOL,BS10 6DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHMEAD HOSPITAL,,SOUTHMEAD WAY,,,BRISTOL,BS10 5NB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST GEORGE HEALTH CENTRE,,"BELLEVUE ROAD, ST GEORGE",,,BRISTOL,BS5 7PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST JOHNS LANE HEALTH CTR,,"ST JOHNS LANE, BEDMINSTER",,,BRISTOL,BS3 5AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST LUKES CLOSE,,EMERSONS GREEN SOUTH,,,BRISTOL,BS16 7AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST PETER'S HOSPICE,,"CHARLTON ROAD, BRENTRY",,,BRISTOL,BS10 6NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST. AUGUSTINES,,"4 STATION ROAD, KEYNSHAM",,,BRISTOL,BS31 2BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST.GEORGE HEALTH CENTRE,,"BELLEVUE ROAD, ST.GEORGE",,,BRISTOL,BS5 7PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST.MARTINS SURGERY,,"378 WELLS ROAD, KNOWLE",,,BRISTOL,BS4 2QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STUDENT H/C,HAMPTON HOUSE",,"HTH CTR,ST MICHAELS HILL",,,BRISTOL,BS6 6AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNNYSIDE SURGERY,,"4 SUNNYSIDE RD, CLEVEDON",,,BRISTOL,BS21 7TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUSSEX PLACE SURGERY,,63 SUSSEX PLACE,,,BRISTOL,BS2 9QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEMPLE HOUSE PRACTICE,,"ST CLEMENTS ROAD,KEYNSHAM",,,BRISTOL,BS31 1AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEMPLE HOUSE SURGERY,,"TEMPLE STREET, KEYNSHAM",,,BRISTOL,BS31 1EJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE BLACKBERRY CENTRE,,"MANOR ROAD, FISHPONDS",,,BRISTOL,BS16 2EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE BROOMS,,EMERSONS GREEN,,,BRISTOL,BS16 7FH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE FAMILY PRACTICE,,"WESTERN COLLEGE,COTHAM RD",,,BRISTOL,BS6 6DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE GRACE CARE CENTRE,,"WHITEBRIDGE GDN,THORNBURY",,,BRISTOL,BS35 2FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE LENNARD SURGERY,,"1 LEWIS RD,BEDMINSTER DWN",,,BRISTOL,BS13 7JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE MARINA HEALTHCARE CTR,,"2 HAVEN VIEW, PORTISHEAD",,,BRISTOL,BS20 7QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE OLD SCHOOL SURGERY,,"MANOR ROAD, FISHPONDS",,,BRISTOL,BS16 2JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE PARK MEDICAL PRACTICE,,"PARKWALL RD,CADBURY HEATH",,,BRISTOL,BS30 8HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE SALVATION ARMY CENTRE,,"LOGOS HOUSE,WADE STREET",,,BRISTOL,BS2 9EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE STOKES MEDICAL CENTRE,,"BRAYDON AVE, LITTLE STOKE",,,BRISTOL,BS34 6BQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE SURGERY,,"ST.MARY STREET, THORNBURY",,,BRISTOL,BS35 2AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE SURGERY,,"WELLINGTON RD, NORTH YATE",,,BRISTOL,BS37 5UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE WELLSPRING SURGERY,,"BEAM STREET, REDFIELD",,,BRISTOL,BS5 9QY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE WILLOW SURGERY,,"HILL HOUSE ROAD, DOWNEND",,,BRISTOL,BS16 5FJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE YATE WESTGATE CENTRE,,"21 WEST WALK, YATE",,,BRISTOL,BS37 4AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIRD FLOOR,,"THE STATION, SILVER ST",,,BRISTOL,BS1 2AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THORNBURY HEALTH CENTRE,,"EASTLAND ROAD, THORNBURY",,,BRISTOL,BS35 1DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THORNBURY OFFICE PARK,,,,,BRISTOL,BS35 2BS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOWER HOUSE MEDICAL CTR,,"STOCKWAY SOUTH, NAILSEA",,,BRISTOL,BS48 2XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOWER HOUSE MEDICAL CTR,,"STOCK WAY SOUTH, NAILSEA",,,BRISTOL,BS48 2XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIT 21 OSPREY COURT,,HAWKFIELD BUSINESS PARK,,,BRISTOL,BS14 0BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNIT 3, ECLIPSE OFFICE PK",,"HIGH STREET, STAPLE HILL",,,BRISTOL,BS16 5EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNIT 4, OSPREY COURT",,WHITCHURCH LANE,,,BRISTOL,BS14 0BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTCLIFFE HOUSE,,"48-50 LOGAN RD,BISHOPSTON",,,BRISTOL,BS7 8DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITCHURCH HEALTH CENTRE,,"ARMADA ROAD, WHITCHURCH",,,BRISTOL,BS14 0SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITELADIES HEALTH CENTRE,,"WHATLEY ROAD, CLIFTON",,,BRISTOL,BS8 2PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WICK SURGERY,,"111 HIGH STREET, WICK",,,BRISTOL,BS30 5QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILLIAM BUDD HEALTH CTR,,DOWNTON ROAD,,,BRISTOL,BS4 1WH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
